,vel_y,vel_x,vel_theta,calculated_theta,calculated_y,calculated_x,ideal_y,ideal_x,time,ideal_theta
0,0.0,0.0,0.1,0.00643342137187,0.000950929965049,-7.67673585139e-06,0.000263638067561,-9.93077768245e-05,227914000000,0.00793080573621
1,0.0,0.0,0.1,0.00643342137187,0.000950929965049,-7.67673585139e-06,0.000263638067561,-9.93077768245e-05,227914000000,0.00793080573621
2,0.0,0.0,0.15,0.0172569737009,-0.000398325630865,0.000758923115073,0.000203099397037,3.3587962017e-06,227914000000,0.0210173843008
3,0.0,0.0,0.2,0.0397628949955,-0.00261330075607,0.000794468608297,0.000241169207397,0.000288642276066,227914000000,0.039047148295
4,0.0,0.0,0.25,0.0596793305024,-0.00164341640104,-0.00277597735429,0.00013090079513,0.000236581548357,227914000000,0.0622921779328
5,0.0,0.0,0.3,0.0933519346825,-0.00204398259323,-0.00463739013501,0.000333880700474,0.000247412743077,227914000000,0.0904402697877
6,0.0,0.0,0.35,0.129661658954,-0.00520899000235,-0.00706574826875,0.000587914657492,0.000340200378817,227914000000,0.12320090331
7,0.0,0.0,0.4,0.171998236579,-0.00396531246981,-0.00645841496131,0.000455218743405,0.000211736157809,227914000000,0.161710697858
8,0.0,0.0,0.45,0.217551474131,0.000655248375828,-0.00738026595423,0.000711551452038,0.000212740617107,227914000000,0.204869203956
9,0.0,0.0,0.5,0.262708991832,0.00189905553844,-0.00567989055777,0.000869645318123,0.00016865465022,227914000000,0.252984354062
10,0.0,0.0,0.5,0.30997509416,0.00472389490952,-0.00360930506748,0.00102099427479,0.000325258190951,227914000000,0.302731885853
11,0.0,0.0,0.5,0.360236986909,0.00545751448049,-0.00276551234659,0.00093970074621,0.000348783504114,227914000000,0.352892042211
12,0.0,0.0,0.5,0.410939636757,0.00920296688673,0.000826687280611,0.00108514451368,0.00029636579479,227914000000,0.403573350597
13,0.0,0.0,0.5,0.455619803891,0.0097031291303,0.00123668687971,0.00105757383122,0.000251035872685,227914000000,0.45333391653
14,0.0,0.0,0.5,0.51441034852,0.00925898424836,0.00258585987584,0.0011129985753,0.000193558487083,227914000000,0.503068286142
15,0.0,0.0,0.5,0.565190280682,0.0120804416283,0.00154135806996,0.00118671975726,0.000271971299288,227914000000,0.552958936682
16,0.0,0.0,0.5,0.625771322836,0.0109535439132,0.00141087580415,0.001114966216,0.000284921172865,227914000000,0.602863311858
17,0.0,0.0,0.5,0.682307969073,0.0113081459444,0.00281241989108,0.00115948529949,0.000236182020296,227914000000,0.652930450494
18,0.0,0.0,0.5,0.72017231248,0.0113463812,0.00283971199363,0.00108833091888,0.000308816938755,227914000000,0.703732567374
19,0.0,0.0,0.5,0.769539435118,0.0109393741087,0.00303900341066,0.00104002844218,0.000284155771288,227914000000,0.753634910233
20,0.0,0.0,0.5,0.819010197841,0.0107927525277,0.00281808371012,0.00103557957546,0.000315163574349,227914000000,0.803502122081
21,0.0,0.0,0.5,0.869683734062,0.0124969377261,0.00341857251029,0.000992710576153,0.000166467637798,227914000000,0.853363761645
22,0.0,0.0,0.5,0.920804114921,0.0106910926722,0.00251448944275,0.000756655238774,0.000301641594872,227914000000,0.9032761753
23,0.0,0.0,0.5,0.972296351272,0.0114642963345,0.00180997493061,0.000658629770325,0.000217633583419,227914000000,0.953105352492
24,0.0,0.0,0.5,1.01922925211,0.0130018255021,0.00189362624337,0.000650548074079,0.000248719757747,227914000000,1.00287304625
25,0.0,0.0,0.5,1.06755087661,0.0128181334237,0.00254232724149,0.0006153682847,8.92814381094e-05,227914000000,1.05288558296
26,0.0,0.0,0.5,1.1211860835,0.0117230627809,0.00177864668832,0.000504334397148,3.4275653713e-05,227914000000,1.10299140726
27,0.0,0.0,0.5,1.1731933908,0.014004196715,0.00238833870727,0.000663028068886,-0.000221434242838,227914000000,1.15286757954
28,0.0,0.0,0.5,1.22475764778,0.0128832070595,-0.000911989272981,0.000654834431011,-0.000183033426551,227914000000,1.20291216199
29,0.0,0.0,0.5,1.27333840742,0.0148622240654,-0.000688375276536,0.000337330929321,-0.000181502987245,227914000000,1.25229282591
30,0.0,0.0,0.5,1.32478846786,0.013073729027,-0.00228600286112,0.000341938990872,-0.000162725842827,227914000000,1.30265011159
31,0.0,0.0,0.5,1.37262714566,0.0108832633202,0.000407094209627,0.000203250788316,-0.000324637501462,227914000000,1.3524838657
32,0.0,0.0,0.5,1.42872020606,0.0130873922969,0.00220714743881,0.000228962049974,-0.000309237813603,227914000000,1.40241005468
33,0.0,0.0,0.5,1.47898616928,0.0125367150292,0.00114039505504,3.11855709513e-05,-0.00055489866946,227914000000,1.45265601169
34,0.0,0.0,0.5,1.50798867288,0.011819712048,0.00315558294182,0.000194590599074,-0.000461140987579,227914000000,1.50300302282
35,0.0,0.0,0.5,1.55436952893,0.00729234545317,0.00421506113474,-7.63627356232e-05,-0.000375632909179,227914000000,1.55289362476
36,0.0,0.0,0.5,1.6156851437,0.0050895488536,0.00632678102422,-0.000292038798612,-0.000585613569224,227914000000,1.60260661546
37,0.0,0.0,0.5,1.65987649545,0.00550487520484,0.00736191229382,-0.00018827511585,-0.000655652609163,227914000000,1.65257039079
38,0.0,0.0,0.5,1.70808949885,0.00893928855693,0.00750545651911,3.3729074751e-05,-0.000755019303531,227914000000,1.70289450962
39,0.0,0.0,0.5,1.75692096616,0.00940393722199,0.00636326311693,-7.07972834244e-05,-0.000811180100692,227914000000,1.75260263447
40,0.0,0.0,0.5,1.80996482951,0.00781172298203,0.0037846604714,-2.98197722813e-05,-0.000776846765425,227914000000,1.80265953062
