,vel_y,vel_x,vel_theta,calculated_theta,calculated_y,calculated_x,ideal_y,ideal_x,time,ideal_theta
64,-0.0217427708496,-0.0168973397448,0.3,1.05175152583,0.0320224626655,1.0005933664,0.0302513137484,0.990044897607,257116000000,1.04810759402
65,-0.0359324376452,-0.00933092806731,0.3,1.08029194486,0.0290540283643,1.00559857037,0.0274334462628,0.991958078447,257116000000,1.07826993149
66,-0.00435632561171,-0.00654327186499,0.3,1.10790395051,0.0287067746142,1.00877213638,0.025490605436,0.993391843277,257116000000,1.10683857782
67,-0.00328602585108,0.00470952600521,0.232173000338,1.13087345313,0.028572647851,1.009888405,0.0252160590451,0.993262015604,257116000000,1.13418681782
68,-0.00324009932187,-0.0160343067189,0.3,1.15620025263,0.0246386310518,1.00959291657,0.0243626228432,0.993340773513,257116000000,1.16015306616
69,-0.0115823405937,-0.0214734617786,0.3,1.19040914157,0.0187579517999,1.01143556026,0.0217900874512,0.992861993159,257116000000,1.19018651833
70,-0.0378141320098,-0.0383307538323,0.3,1.22533843622,0.0124384304736,1.01557453916,0.0186349225401,0.994225651735,257116000000,1.22021016521
71,-0.000187765357122,-0.0406517892986,0.286268741246,1.25212167059,0.00541237279571,1.01402865847,0.0146410449137,0.994120022475,257116000000,1.24966959825
72,-0.000577435019192,-0.0128861087894,0.3,1.2862118944,0.00121646134979,1.01485575115,0.0115698588258,0.992891916579,257116000000,1.27941471396
73,-0.00209911563922,-0.00960387513546,0.280423854837,1.31871067854,-0.00288511483714,1.01381595046,0.0106428661995,0.99208381088,257116000000,1.30904865265
74,0.0404839611856,-0.0160818099609,0.285594461801,1.34766947341,-0.00632547201866,1.0089802649,0.00995010202769,0.990743150174,257116000000,1.33784067328
75,0.012475840666,-0.00825358930339,0.284114308357,1.37596363783,-0.0100649046698,1.00376183121,0.00797779927867,0.988721552871,257116000000,1.36488849857
76,0.0027922496033,-0.00149048371212,0.242554171633,1.39375197816,-0.010149167656,1.00181104548,0.00781483646969,0.986606505712,257116000000,1.38907221482
77,-0.000190148679675,0.0176256568538,0.245562094178,1.42121539508,-0.0103549454881,0.998627277473,0.00802859006215,0.985612516336,257116000000,1.41397821873
78,-0.00405213563868,0.0141365321621,0.224915792447,1.44639631242,-0.0112030075488,0.996025679097,0.00858909675523,0.986162544591,257116000000,1.43812775021
79,-0.0106563233458,-0.010154308713,0.21387134195,1.47063282554,-0.0148675092972,0.99853140308,0.00798057421025,0.987476415557,257116000000,1.4608217572
80,0.0,0.0,0.0,1.48857557093,-0.0158292760185,0.996701645985,0.00656488188237,0.987199281883,257116000000,1.47843592457
81,0.0,0.0,0.0,1.48857557093,-0.0158291759452,0.996701675199,0.00658500881803,0.987192207385,257116000000,1.47848459971
82,0.0,0.0,0.0,1.48857557093,-0.0158291160447,0.996701693579,0.00658506657525,0.987192225776,257116000000,1.4784846054
83,0.023477351675,0.0919872193308,0.0271925272583,1.48857557093,-0.0158290800475,0.996701705846,0.00723820299794,0.986914537285,257116000000,1.48005495307
84,0.0214156929745,0.280418542249,-0.0325563151825,1.49028412666,0.00158722666028,0.995818356485,0.0235847443355,0.986126155986,257116000000,1.48194644653
85,0.0295106757284,0.341363471287,-0.0452614543121,1.48821006612,0.0323374896734,0.995673078515,0.0537596454258,0.986253245093,257116000000,1.47911974867
86,0.0241999301103,0.362007680315,-0.0728336220424,1.48272549321,0.0684287781077,0.996228233615,0.0891558220763,0.987301531186,257116000000,1.47350798623
87,0.0291880795548,0.363114953202,-0.0657479579598,1.475763038,0.105598763101,0.99690775651,0.125547711159,0.98837134626,257116000000,1.46642871415
88,0.0371991351476,0.36506395342,-0.0579433354737,1.47049217837,0.143397776916,0.997673586405,0.162313310668,0.989029986596,257116000000,1.4599346654
89,0.0409762828782,0.361973454802,-0.0465849262842,1.46511936363,0.181310779111,0.998411450342,0.199191293186,0.989701887349,257116000000,1.4541382116
90,0.0459187191038,0.363331208466,-0.0357895649337,1.4607804607,0.218586872702,0.99834885498,0.235649961535,0.989872221331,257116000000,1.44933148914
91,0.04838165565,0.366967329431,-0.0400817490038,1.45516899,0.256049401635,0.997184048256,0.272368609661,0.98974158148,257116000000,1.44514990106
92,0.0497426236264,0.361215900156,-0.0180958011588,1.45287690681,0.281212026228,0.996561906057,0.309573136823,0.989663814313,257116000000,1.4421386016
93,0.0557180111796,0.364340440386,-0.0149735101464,1.45037609555,0.319412235366,0.995697747741,0.347111493783,0.989533244589,257116000000,1.44028796638
94,0.0496881567389,0.363981250394,0.0069481180776,1.44764680618,0.357669798887,0.994744052381,0.384023117679,0.989214082841,257116000000,1.43908533917
95,0.0569921430618,0.370731183476,0.0231991782716,1.4479002291,0.394901516798,0.993978781968,0.420473055285,0.988454001693,257116000000,1.43826834707
96,0.0510833556185,0.366464766546,0.0212612218197,1.45061680824,0.433567408407,0.99246919168,0.457876785727,0.987687893613,257116000000,1.44016022842
